task_id,createtime,creater,updater,his_protection_id,cure_employee_name,name,weight,temperature,discription,eventtime,state,hospital_id,hospital_code,hospital_name,add_employee_name,con_category_name,commodity_name,commodity_brand
,2023-03-18 13:12:04,刘医生,,12,刘医生,加强免疫,6,39.0,加强免疫,2023-03-18 13:12:04,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2024-03-17 13:12:04,刘医生,,12,刘医生,加强免疫,,,加强免疫,2024-03-17 13:12:04,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-18 13:11:12,刘医生,,11,刘医生,加强免疫,6,39.0,加强免疫,2023-03-18 13:11:12,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2024-03-17 13:11:12,刘医生,,11,刘医生,加强免疫,,,加强免疫,2024-03-17 13:11:12,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-18 13:14:18,刘医生,,8,刘医生,第1次,5,39.0,体内外驱虫第1次,2023-03-18 13:14:18,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,丽可健0.4ml（猫用）,丽可健
,2023-03-18 13:14:18,刘医生,,8,刘医生,第1次,5,39.0,体内外驱虫第1次,2023-03-18 13:14:18,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐妙56mg,海正
,2023-03-19 00:00:00,刘医生,,18,刘医生,三免,1,39.0,基础疫苗三免,2023-03-19 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-03-26 00:00:00,刘医生,,18,刘医生,狂犬,,,基础疫苗狂犬,2023-03-26 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-18 00:00:00,刘医生,,10,刘医生,三免,2.5,38.5,基础疫苗三免,2023-03-18 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-25 00:00:00,刘医生,,10,刘医生,狂犬,2.5,38.5,基础疫苗狂犬,2023-03-25 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-03-18 11:10:11,刘医生,,9,刘医生,加强免疫,8,38.5,加强免疫,2023-03-18 11:10:11,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-18 11:10:11,刘医生,,9,刘医生,加强免疫,8,38.5,加强免疫,2023-03-18 11:10:11,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2024-03-25 00:00:00,刘医生,,9,刘医生,加强免疫,,,加强免疫,2024-03-25 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-18 11:07:01,刘医生,,8,刘医生,首免,3,38.5,基础疫苗首免,2023-03-18 11:07:01,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-08 11:07:01,刘医生,,8,刘医生,二免,,,基础疫苗二免,2023-04-08 11:07:01,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-29 11:07:01,刘医生,,8,刘医生,三免,,,基础疫苗三免,2023-04-29 11:07:01,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-06 00:00:00,刘医生,,8,刘医生,狂犬,,,基础疫苗狂犬,2023-05-06 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-05 00:00:00,刘医生,,55,刘医生,二免,2.5,,基础疫苗二免,2023-04-05 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-26 00:00:00,刘医生,,55,刘医生,三免,,,基础疫苗三免,2023-04-26 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-17 00:00:00,刘医生,,55,刘医生,狂犬,,,基础疫苗狂犬,2023-05-17 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-17 18:10:03,刘医生,,7,刘医生,首免,1.7,38.5,基础疫苗首免,2023-03-17 18:10:03,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-07 18:10:03,刘医生,,7,刘医生,二免,,,基础疫苗二免,2023-04-07 18:10:03,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-28 18:10:03,刘医生,,7,刘医生,三免,,,基础疫苗三免,2023-04-28 18:10:03,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-05 00:00:00,刘医生,,7,刘医生,狂犬,,,基础疫苗狂犬,2023-05-05 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-26 00:00:00,刘医生,,40,刘医生,三免,1.5,38.5,基础疫苗三免,2023-03-26 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-02 00:00:00,刘医生,,40,刘医生,狂犬,,,基础疫苗狂犬,2023-04-02 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-03-17 16:17:15,刘医生,,6,刘医生,第1次,,,体内外驱虫第1次,2023-03-17 16:17:15,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,爱沃克（猫用）0.4ml,拜耳
,2023-03-17 10:38:44,刘医生,,6,刘医生,加强免疫,,,加强免疫,2023-03-17 10:38:44,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-17 10:38:44,刘医生,,6,刘医生,加强免疫,,,加强免疫,2023-03-17 10:38:44,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-03-16 10:38:44,刘医生,,6,刘医生,加强免疫,,,加强免疫,2024-03-16 10:38:44,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-23 10:39:41,刘医生,,13,刘医生,第1次,2.65,39.0,体内外驱虫第1次,2023-03-23 10:39:41,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,爱沃克（猫用）0.4ml,拜耳
,2023-04-02 14:50:02,刘医生,,23,刘医生,第1次,5,,体内驱虫第1次,2023-04-02 14:50:02,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺27.5mg,海正
,2023-03-15 00:00:00,刘医生,,19,刘医生,加强免疫,25.2,38.5,加强免疫,2023-03-15 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳捌,硕腾
,2023-03-15 00:00:00,刘医生,,19,刘医生,加强免疫,25.2,38.5,加强免疫,2023-03-15 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-03-19 14:26:40,刘医生,,12,刘医生,第1次,25.2,38.5,体内外驱虫第1次,2023-03-19 14:26:40,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣2.38ml,汉维宠仕
,2023-03-19 14:26:40,刘医生,,12,刘医生,第1次,25.2,38.5,体内外驱虫第1次,2023-03-19 14:26:40,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺137.5mg,海正
,2023-05-17 11:03:35,刘医生,,40,刘医生,第1次,,,体内驱虫第1次,2023-05-17 11:03:35,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺137.5mg,海正
,2023-05-01 11:11:40,刘医生,,90,刘医生,首免,,,基础疫苗首免,2023-05-01 11:11:40,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳伍,硕腾
,2023-05-22 11:11:40,刘医生,,90,刘医生,二免,,,基础疫苗二免,2023-05-22 11:11:40,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,卫佳伍,硕腾
,2023-06-12 11:11:40,刘医生,,90,刘医生,三免,,,基础疫苗三免,2023-06-12 11:11:40,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,卫佳伍,硕腾
,2023-06-19 00:00:00,刘医生,,90,刘医生,狂犬,,,基础疫苗狂犬,2023-06-19 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-03-08 15:35:37,刘医生,,44,刘医生,首免,,,基础疫苗首免,2023-03-08 15:35:37,1,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-29 15:35:37,刘医生,,44,刘医生,二免,,,基础疫苗二免,2023-03-29 15:35:37,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-04-19 15:35:37,刘医生,,44,刘医生,三免,,,基础疫苗三免,2023-04-19 15:35:37,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-04-26 00:00:00,刘医生,,44,刘医生,狂犬,,,基础疫苗狂犬,2023-04-26 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-03-12 15:57:24,刘医生,,4,刘医生,首免,,,基础疫苗首免,2023-03-12 15:57:24,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-04-09 00:00:00,刘医生,,4,刘医生,二免,,,基础疫苗二免,2023-04-09 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-07 00:00:00,刘医生,,4,刘医生,三免,,,基础疫苗三免,2023-05-07 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-20 00:00:00,刘医生,,100,刘医生,三免,,,基础疫苗三免,2023-05-20 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-05-27 00:00:00,刘医生,,100,刘医生,狂犬,,,基础疫苗狂犬,2023-05-27 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-03-12 09:57:11,刘医生,,3,刘医生,加强免疫,,,加强免疫,2023-03-12 09:57:11,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-03-12 09:57:11,刘医生,,3,刘医生,加强免疫,,,加强免疫,2023-03-12 09:57:11,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-03-11 09:57:12,刘医生,,3,刘医生,加强免疫,,,加强免疫,2024-03-11 09:57:12,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-13 00:00:00,刘医生,,96,刘医生,三免,,,基础疫苗三免,2023-05-13 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-06-03 00:00:00,刘医生,,96,刘医生,狂犬,,,基础疫苗狂犬,2023-06-03 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-27 09:53:24,刘医生,,82,刘医生,加强免疫,,,加强免疫,2023-04-27 09:53:24,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳捌,硕腾
,2023-04-27 09:53:24,刘医生,,82,刘医生,加强免疫,,,加强免疫,2023-04-27 09:53:24,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-04-26 09:53:24,刘医生,,82,刘医生,加强免疫,,,加强免疫,2024-04-26 09:53:24,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-27 09:55:05,刘医生,,83,刘医生,加强免疫,,,加强免疫,2023-04-27 09:55:05,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳捌,硕腾
,2023-04-27 09:55:05,刘医生,,83,刘医生,加强免疫,,,加强免疫,2023-04-27 09:55:05,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-04-26 09:55:05,刘医生,,83,刘医生,加强免疫,,,加强免疫,2024-04-26 09:55:05,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-11 11:04:44,刘医生,,1,刘医生,加强免疫,,,加强免疫,2023-03-11 11:04:44,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳伍,硕腾
,2023-03-11 11:04:44,刘医生,,1,刘医生,加强免疫,,,加强免疫,2023-03-11 11:04:44,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-03-10 11:04:44,刘医生,,1,刘医生,加强免疫,50,38.5,加强免疫,2024-03-10 11:04:44,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-26 00:00:00,刘医生,,38,刘医生,三免,2,38.8,基础疫苗三免,2023-03-26 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-04-02 00:00:00,刘医生,,38,刘医生,狂犬,1.8,,基础疫苗狂犬,2023-04-02 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-03-10 11:15:56,刘医生,,5,刘医生,第1次,,,体外驱虫第1次,2023-03-10 11:15:56,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-03-25 13:30:54,刘医生,,31,刘医生,首免,5,38.5,基础疫苗首免,2023-03-25 13:30:54,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-15 13:30:54,刘医生,,31,刘医生,二免,,,基础疫苗二免,2023-04-15 13:30:54,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-05-06 13:30:54,刘医生,,31,刘医生,三免,,,基础疫苗三免,2023-05-06 13:30:54,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-05-13 00:00:00,刘医生,,31,刘医生,狂犬,,,基础疫苗狂犬,2023-05-13 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-03-25 13:32:10,刘医生,,32,刘医生,首免,4.5,38.5,基础疫苗首免,2023-03-25 13:32:10,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-19 13:32:10,刘医生,,32,刘医生,二免,,,基础疫苗二免,2023-04-19 13:32:10,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-05-10 13:32:10,刘医生,,32,刘医生,三免,,,基础疫苗三免,2023-05-10 13:32:10,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-05-17 00:00:00,刘医生,,32,刘医生,狂犬,,,基础疫苗狂犬,2023-05-17 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-03-29 00:00:00,刘医生,,45,刘医生,二免,,,基础疫苗二免,2023-03-29 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-15 00:00:00,刘医生,,45,刘医生,三免,,,基础疫苗三免,2023-04-15 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,优免康（四联）,默沙东
,2023-04-22 00:00:00,刘医生,,45,刘医生,狂犬,,,基础疫苗狂犬,2023-04-22 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-06-13 14:06:32,刘医生,,104,刘医生,加强免疫,,,加强免疫,2023-06-13 14:06:32,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-06-13 14:06:32,刘医生,,104,刘医生,加强免疫,,,加强免疫,2023-06-13 14:06:32,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2024-05-13 00:00:00,刘医生,,104,刘医生,加强免疫,,,加强免疫,2024-05-13 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-14 14:22:23,刘医生,,5,刘医生,首免,,39.0,基础疫苗首免,2023-03-14 14:22:23,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-04 14:22:23,刘医生,,5,刘医生,二免,,,基础疫苗二免,2023-04-04 14:22:23,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-25 14:22:23,刘医生,,5,刘医生,三免,,,基础疫苗三免,2023-04-25 14:22:23,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-02 00:00:00,刘医生,,5,刘医生,狂犬,,,基础疫苗狂犬,2023-05-02 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-02-26 17:51:13,刘医生,,2,刘医生,第1次,,,体外驱虫第1次,2023-02-26 17:51:13,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-04-20 00:00:00,刘医生,,78,刘医生,狂犬,,,基础疫苗狂犬,2023-04-20 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-04-05 00:00:00,刘医生,,54,刘医生,三免,,,基础疫苗三免,2023-04-05 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,优免康（四联）,默沙东
,2023-04-12 00:00:00,刘医生,,54,刘医生,狂犬,,,基础疫苗狂犬,2023-04-12 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-10 16:31:28,刘医生,,27,刘医生,第1次,,,体内驱虫第1次,2023-04-10 16:31:28,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺137.5mg,海正
,2023-04-10 16:31:28,刘医生,,27,刘医生,第1次,,,体内驱虫第1次,2023-04-10 16:31:28,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣2.38ml,汉维宠仕
,2023-03-14 00:00:00,刘医生,,39,刘医生,二免,2,38.8,基础疫苗二免,2023-03-14 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-04-23 00:00:00,刘医生,,39,刘医生,三免,,,基础疫苗三免,2023-04-23 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,妙三多,硕腾
,2023-05-07 00:00:00,刘医生,,39,刘医生,狂犬,,,基础疫苗狂犬,2023-05-07 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-05 15:19:35,刘医生,,4,刘医生,第1次,,,体内外驱虫第1次,2023-03-05 15:19:35,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,爱沃克（猫用）0.4ml,拜耳
,2023-04-01 17:01:33,刘医生,,47,刘医生,加强免疫,,,加强免疫,2023-04-01 17:01:33,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-04-01 17:01:33,刘医生,,47,刘医生,加强免疫,,,加强免疫,2023-04-01 17:01:33,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,卫佳捌,硕腾
,2024-03-31 17:01:34,刘医生,,47,刘医生,加强免疫,,,加强免疫,2024-03-31 17:01:34,1,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-05 09:30:23,刘医生,,35,刘医生,第1次,,,体内驱虫第1次,2023-05-05 09:30:23,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-05-05 09:30:23,刘医生,,35,刘医生,第1次,,,体内驱虫第1次,2023-05-05 09:30:23,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐旺27.5mg,海正
,2023-04-15 13:38:00,刘医生,,29,刘医生,第1次,,,体外驱虫第1次,2023-04-15 13:38:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-03-19 12:30:11,刘医生,,11,刘医生,第1次,3.7,38.5,体外驱虫第1次,2023-03-19 12:30:11,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-04-10 15:05:57,刘医生,,26,刘医生,第1次,,,体内驱虫第1次,2023-04-10 15:05:57,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣1.34ml,汉维宠仕
,2023-04-28 15:24:23,刘医生,,85,刘医生,狂犬,,,基础疫苗狂犬,2023-04-28 15:24:23,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,锐必威（狂犬）,默沙东
,2023-04-02 00:00:00,刘医生,,48,刘医生,三免,2.15,,基础疫苗三免,2023-04-02 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-04-13 00:00:00,刘医生,,48,刘医生,狂犬,,,基础疫苗狂犬,2023-04-13 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,锐必威（狂犬）,默沙东
,2023-02-18 00:00:00,刘医生,,51,刘医生,首免,,,基础疫苗首免,2023-02-18 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-02 00:00:00,刘医生,,51,刘医生,二免,,,基础疫苗二免,2023-04-02 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,妙三多,硕腾
,2023-04-30 00:00:00,刘医生,,51,刘医生,三免,,,基础疫苗三免,2023-04-30 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-07 00:00:00,刘医生,,51,刘医生,狂犬,,,基础疫苗狂犬,2023-05-07 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-03-19 00:00:00,刘医生,,20,刘医生,狂犬,2,39.0,基础疫苗狂犬,2023-03-19 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,宠必威@狂犬苗,
,2023-05-25 17:51:03,刘医生,,42,刘医生,第1次,,,体内驱虫第1次,2023-05-25 17:51:03,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-05-25 17:51:03,刘医生,,42,刘医生,第1次,,,体内驱虫第1次,2023-05-25 17:51:03,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐妙14mg,海正
,2023-03-25 17:35:17,刘医生,,14,刘医生,第1次,1.9,38.8,体内外驱虫第1次,2023-03-25 17:35:17,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐妙14mg,海正
,2023-03-25 17:35:17,刘医生,,14,刘医生,第1次,1.9,38.8,体内外驱虫第1次,2023-03-25 17:35:17,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-02-19 00:00:00,刘医生,,16,刘医生,首免,,,基础疫苗首免,2023-02-19 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,妙三多,硕腾
,2023-03-19 00:00:00,刘医生,,16,刘医生,二免,1.3,39.0,基础疫苗二免,2023-03-19 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-04-16 00:00:00,刘医生,,16,刘医生,三免,,,基础疫苗三免,2023-04-16 00:00:00,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,疫苗服务,妙三多,硕腾
,2023-04-23 00:00:00,刘医生,,16,刘医生,狂犬,,,基础疫苗狂犬,2023-04-23 00:00:00,0,1,VrAGvMjLwd,萌宠拾光动物医院,,,,
,2023-05-13 09:47:03,刘医生,,36,刘医生,第1次,,,体内驱虫第1次,2023-05-13 09:47:03,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,汉宠欣0.67ml,汉维宠仕
,2023-06-12 09:47:08,刘医生,,37,刘医生,第2次,,,体内驱虫第2次,2023-06-12 09:47:08,1,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐妙14mg,海正
,2023-03-04 10:21:10,刘医生,,3,刘医生,第1次,,,体内驱虫第1次,2023-03-04 10:21:10,0,1,VrAGvMjLwd,萌宠拾光动物医院,付医生,,海乐妙14mg,海正
